scientificName,spp_name_corrected,Article_simple,study_id,Study_location,Study_lat,Study_long,Evidence_category,Evidence_effect,Evidence_method,Hypothesis_supported,has_data,of_quality,evidence_type,exclude_species,Mass_g_final,Order_final,source,class
Isoodon auratus,Isoodon auratus,"Doherty, T.S., Dickman, C.R., Johnson, C.N., Legge, S.M., Ritchie, E.G. and Woinarski, J.C., 2017. Impacts and management of feral cats Felis catus in Australia. Mammal Review, 47(2), pp.83-97.",229,Lorna Glen (Matuwa),-26.198599999999999,121.35980000000001,Predation,Predation,Reintroduced,1,no,no,Predation in support,included_species,425,Peramelemorphia,Phylacine 1.2,Mammals
Isoodon auratus,Isoodon auratus,"Moseby, K.E., Peacock, D.E. and Read, J.L., 2015. Catastrophic cat predation: a call for predator profiling in wildlife protection programs. Biological Conservation, 191, pp.331-340.",230,Lorna Glen (Matuwa),-26.198599999999999,121.35980000000001,Predation,Predation,Reintroduced,0,no,no,Predation not in support,included_species,425,Peramelemorphia,Phylacine 1.2,Mammals
Isoodon auratus,Isoodon auratus,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",226,"Nullarbor, western NSW, Canning Stock Route",-31.058900000000001,130.48779999999999,Population,Abundance,Timing,1,yes,no,Population in support,included_species,425,Peramelemorphia,Phylacine 1.2,Mammals
Isoodon auratus,Isoodon auratus,"Wysong, M.L., 2016. Predator ecology in the arid rangelands of Western Australia: spatial interactions and resource competition between an apex predator, the dingo Canis dingo, and an introduced mesopredator, the feral cat Felis catus. PhD thesis, University of Western Australia, Perth.",231,Lorna Glen (Matuwa),-26.198599999999999,121.35980000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,425,Peramelemorphia,Phylacine 1.2,Mammals
Kanakysaurus viviparus,Kanakysaurus viviparus,"Palmas, P., Jourdan, H., Rigault, F., Debar, L., De Meringo, H., Bourguet, E., Mathivet, M., Lee, M., Adjouhgniope, R., Papillon, Y. and Bonnaud, E., 2017. Feral cats threaten the outstanding endemic fauna of the New Caledonia biodiversity hotspot. Biological Conservation, 214, pp.250-259.",252,New Caladonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Kanakysaurus zebratus,Kanakysaurus zebratus,"Palmas, P., Jourdan, H., Rigault, F., Debar, L., De Meringo, H., Bourguet, E., Mathivet, M., Lee, M., Adjouhgniope, R., Papillon, Y. and Bonnaud, E., 2017. Feral cats threaten the outstanding endemic fauna of the New Caledonia biodiversity hotspot. Biological Conservation, 214, pp.250-259.",256,New Caladonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Lagorchestes asomatus,Lagorchestes asomatus,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",78,Lake Mackay,-22.593900000000001,128.69489999999999,Population,Abundance,Timing,1,yes,no,Population in support,included_species,1500,Diprotodontia,Phylacine 1.2,Mammals
Lagostrophus fasciatus,Lagostrophus fasciatus,"Hardman, B., Moro, D. and Calver, M., 2016. Direct evidence implicates feral cat predation as the primary cause of failure of a mammal reintroduction programme. Ecological Management & Restoration, 17(2), pp.152-158.",84,"Shark Bay, Western Australia",-25.44,113.32,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1700,Diprotodontia,Phylacine 1.2,Mammals
Lagostrophus fasciatus,Lagostrophus fasciatus,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",85,Southwest Australia,-31.9514,115.8617,Population,Abundance,Timing,1,yes,no,Population in support,included_species,1700,Diprotodontia,Phylacine 1.2,Mammals
Lanius ludovicianus,Lanius ludovicianus,"Gawlik, D.E. and K.L. Bildstein. 1990. Reproductive success and nesting habitat of Loggerhead Shrikes in north-central South Carolina. Wilson Bulletin 102: 37-48.",448,South Carolina,33.836100000000002,-81.163700000000006,Population,Reproduction,Spatial,0,yes,no,Population not in support,included_species,51.59,Passeriformes,Avonet,Birds
Leiocephalus psammodromus,Leiocephalus psammodromus,"Iverson, J.B. 1978. The impact of feral cats and dogs on populations of the West Indian rock iguana, Cyclura carinata. Biological Conservation 14(1): 63-73.",233,"Pine Cay, Caicos Islands",21.8857,-72.088300000000004,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Leipoa ocellata,Leipoa ocellata,"D. Priddel, R. Wheeler, Effficacy of fox control in reducing the mortality of released captive-reared malleefowl, Leipoa ocellata. Wildlife Research. 24, 469–482 (1997).",358,Yathong Nature Reserve,-32.726120000000002,145.57601,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1913.89,Galliformes,Avonet,Birds
Leipoa ocellata,Leipoa ocellata,"D. Priddel, R. Wheeler, Mortality of captive-raised malleefowl, Leipoa ocellata, released into a mallee remnant within the wheat-belt of New South Wales. Wildlife Research. 21, 543–551 (1994).",357,"Yalgogrin, near West Wyalong",-33.844499999999996,146.828,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1913.89,Galliformes,Avonet,Birds
Leipoa ocellata,Leipoa ocellata,"Garnett, S.T., Baker, G.B. (ed.), The Action Plan for Australian Birds 2020. CSIRO Publishing, Melbourne.",355,Southern Australia,-30.0002,136.20920000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1913.89,Galliformes,Avonet,Birds
Leipoa ocellata,Leipoa ocellata,"J. Benshemesh, “National recovery plan for malleefowl Leipoa ocellata” (Department of Environment and Heritage, South Australia, 2007).",356,Southern Australia,-30.0002,136.20920000000001,Predation,Predation,Predation,1,no,no,Predation in support,included_species,1913.89,Galliformes,Avonet,Birds
Leporillus apicalis,Leporillus apicalis,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",396,"Norman Tindale, Western Division of NSW, southern NT, Euston, northwest Victoria",-34.575000000000003,142.74510000000001,Population,Abundance,Timing,1,yes,no,Population in support,included_species,150,Rodentia,Phylacine 1.2,Mammals
Leporillus conditor,Leporillus conditor,"Copley, P., 1999. Natural histories of Australia’s stick-nest rats, genus Leporillus (Rodentia: Muridae). Wildlife Research, 26(4), pp.513-539.",398,"Venus Bay Conservation Park, SA",-34.333300000000001,135.75,Predation,Predation,Reintroduced,1,no,no,Predation in support,included_species,350,Rodentia,Phylacine 1.2,Mammals
Leporillus conditor,Leporillus conditor,"Wallach A.D., Lundgren E.J. (2025) Review of evidence that foxes and cats cause extinctions of Australia’s endemic mammals. BioScience. DOI: 10.1093/biosci/biaf046",397,"Nullarbor, Murray-Darling, Flinders Ranges, Western Division of NSW",-31.058900000000001,130.48779999999999,Population,Abundance,Timing,0,yes,no,Population not in support,included_species,350,Rodentia,Phylacine 1.2,Mammals
Lerista puncticauda,Lerista puncticauda,IUCN,220,"Great Victoria Desert, Western Australia",-28.855899999999998,129.4796,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Liolaemus martorii,Liolaemus martorii,IUCN,209,"Río Negro Province, Argentina",-40.734400000000001,-66.617599999999996,Predation,Predation,Domestic cat,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Liolaemus paulinae,Liolaemus paulinae,IUCN,210,"Río Loa, Antofagasta Region, Chile",-23.8369,-69.287800000000004,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Liopholis kintorei,Liopholis kintorei,"Moore, D., Kearney, M.R., Paltridge, R., McAlpin, S. and Stow, A., 2018. Feeling the pressure at home: Predator activity at the burrow entrance of an endangered arid‐zone skink. Austral Ecology, 43(1), pp.102-109.",219,Newhaven Wildlife Sanctuary,-22.723400000000002,131.1679,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Lioscincus steindachneri,Lioscincus steindachneri,"Palmas, P., Jourdan, H., Rigault, F., Debar, L., De Meringo, H., Bourguet, E., Mathivet, M., Lee, M., Adjouhgniope, R., Papillon, Y. and Bonnaud, E., 2017. Feral cats threaten the outstanding endemic fauna of the New Caledonia biodiversity hotspot. Biological Conservation, 214, pp.250-259.",259,New Caladonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Lioscincus vivae,Lioscincus vivae,"Palmas, P., Jourdan, H., Rigault, F., Debar, L., De Meringo, H., Bourguet, E., Mathivet, M., Lee, M., Adjouhgniope, R., Papillon, Y. and Bonnaud, E., 2017. Feral cats threaten the outstanding endemic fauna of the New Caledonia biodiversity hotspot. Biological Conservation, 214, pp.250-259.",250,New Caladonia,-20.904299999999999,165.61799999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Litoria raniformis,Litoria raniformis,"Flux, J.E., 2007. Seventeen years of predation by one suburban cat in New Zealand. New Zealand Journal of Zoology, 34(4), pp.289-296.",214,Lower Hutt,-41.212699999999998,174.8997,Predation,Predation,Domestic cat,1,no,no,Predation in support,included_species,,Anura,,Amphibians
Lophotibis cristata,Lophotibis cristata,"Murphy, A., Farris, Z., Karpanty, S., Kelly, M., Miles, K., Ratelolahy, F., Rahariniaina, R. and Golden, C. 2017. Using camera traps to examine distribution and occupancy trends of ground-dwelling rainforest birds in north-eastern Madagascar. 10.1017/S0959270917000107. 28(4): 1-14.",405,Masoala-Makira NP,-15.596500000000001,50.141800000000003,Population,Abundance,Spatial,1,yes,yes,Population in support,included_species,583,Pelecaniformes,Avonet,Birds
Loxioides bailleui,Loxioides bailleui,"Amarasekare, P., 1994. Ecology of introduced small mammals on western Mauna Kea, Hawaii. Journal of Mammalogy, 75(1), pp.24-38.",491,Mauna Kea,19.820599999999999,-155.46809999999999,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,37.84,Passeriformes,Avonet,Birds
Loxioides bailleui,Loxioides bailleui,"Banko, P. C. and Farmer, C. 2014. Palila restoration research, 1996-2012. Hawai‘i Cooperative Studies Unit Technical Report HCSU-046. University of Hawai‘i at Hilo. Available at: http://www.uhh.hawaii.edu/hcsu/publications.php].",488,Mauna Kea,19.820599999999999,-155.46809999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,37.84,Passeriformes,Avonet,Birds
Loxioides bailleui,Loxioides bailleui,"Hess, S. C., P. C. Banko, D. M. Goltz, R. M. Danner, and K. W. Brinck. 2004. Strategies for reducing feral cat threats to endangered Hawaiian birds. Pp. 21–26 in R. M. Timm and W. P. Gorenzel (editors). Proceedings of the 21st Vertebrate Pest Conference. University of California, Davis, CA.",489,Mauna Kea,19.820599999999999,-155.46809999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,37.84,Passeriformes,Avonet,Birds
Loxioides bailleui,Loxioides bailleui,"Pletschet SM, Kelly JF (1990) Breeding biology and nesting success of Palila. Condor, 92, 1012-1021.",484,Mauna Kea,19.820599999999999,-155.46809999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,37.84,Passeriformes,Avonet,Birds
Loxioides bailleui,Loxioides bailleui,"Pratt, T.K., Banko, P.C., Fancy, S.G., Lindsey, G.D. and Jacobi, J.D., 1997. Status and management of the Palila, an endangered Hawaiian honeycreeper, 1987-1996. Pacific Conservation Biology, 3(4), pp.330-340.",485,Mauna Kea,19.820599999999999,-155.46809999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,37.84,Passeriformes,Avonet,Birds
Loxioides bailleui,Loxioides bailleui,"S. C. Hess, P. C. Banko, “Feral cats: too long a threat to Hawaiian wildlife” (USGS, Hawaii, 2006).",487,Mauna Kea,19.820599999999999,-155.46809999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,37.84,Passeriformes,Avonet,Birds
Loxioides bailleui,Loxioides bailleui,"Snetsinger, T.J., S.G. Fancy, J.C. Simon, and J.D. Jacobi. 1994. Diets of owls and feral cats in Hawai`i. `Elepaio 54:47-50.",490,Mauna Kea,19.820599999999999,-155.46809999999999,Predation,Predation,Predation,0,no,no,Predation not in support,included_species,37.84,Passeriformes,Avonet,Birds
Loxioides bailleui,Loxioides bailleui,"van Riper, C, III, 1980. Observations on the breeding of the Palila Psittirostra bailleui on Hawaii. Ibis 122: 462-75.",486,Mauna Kea,19.820599999999999,-155.46809999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,37.84,Passeriformes,Avonet,Birds
Lygodactylus insularis,Lygodactylus insularis,IUCN,221,Juan de Nova Island,-17.054200000000002,42.724699999999999,Predation,Predation,Predation,1,no,no,Predation in support,included_species,,Squamata,,Reptiles
Macrotis lagotis,Macrotis lagotis,"Geyle, H.M., Schlesinger, C., Banks, S., Dixon, K., Murphy, B.P., Paltridge, R., Doolan, L., Herbert, M. and Dickman, C.R., 2024. Corrigendum to: Unravelling predator–prey interactions in response to planned fire: a case study from the Tanami Desert. Wildlife Research, 51(9), pp.NULL-NULL.",137,"Tanami Desert, Northern Territory",-20,130,Population,Abundance,Temporal,0,yes,no,Population not in support,included_species,1350,Peramelemorphia,Phylacine 1.2,Mammals
Macrotis lagotis,Macrotis lagotis,"Geyle, H.M., Young, A.R., Murphy, B.P., Dickman, C.R., Schlesinger, C., Dixon, K.M., Moore, H., Legge, S., Silcock, J., Indigo, N. and Dziminski, M., 2025. Declines in greater bilby (Macrotis lagotis) geographic range and realised niche are best explained by the invasive red fox (Vulpes vulpes). Biological Conservation, 302, p.110872.",146,Central Australia,-23.698,133.88069999999999,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,1350,Peramelemorphia,Phylacine 1.2,Mammals
Macrotis lagotis,Macrotis lagotis,"Lohr, C.A., Dziminski, M., Dunlop, J., Miller, E. and Morris, K., 2021. Reintroduction of bilbies (Macrotis lagotis) to Matuwa, an Indigenous Protected Area in Western Australia. Rangeland Ecology & Management, 78, pp.67-78.",126,"Matuwa, Western Australia",−26.1986,121.35980000000001,Predation,Predation,Reintroduced,1,no,no,Predation in support,included_species,1350,Peramelemorphia,Phylacine 1.2,Mammals
Macrotis lagotis,Macrotis lagotis,"Lohr, M.T., Algar, D., Hamilton, N. and Lohr, C.A., 2022. Feral Cats in the Subtropics of Australia—The Shamrock Station Irrigation Project. Sustainability, 14(3), p.1373.",127,"Matuwa, Western Australia",−26.1986,121.35980000000001,Predation,Predation,Reintroduced,0,no,no,Predation not in support,included_species,1350,Peramelemorphia,Phylacine 1.2,Mammals
Macrotis lagotis,Macrotis lagotis,"Moore, H.A., Gibson, L.A., Dziminski, M.A., Radford, I.J., Corey, B., Bettink, K., Carpenter, F.M., McPhail, R., Sonneman, T. and Greatwich, B., 2024. Where there’s smoke, there’s cats: long-unburnt habitat is crucial to mitigating the impacts of cats on the Ngarlgumirdi, greater bilby (Macrotis lagotis). Wildlife Research, 51(5).",138,"Dampier Peninsula, Western Australia",-16.5197,122.9162,Population,Abundance,Spatial,0,yes,yes,Population not in support,included_species,1350,Peramelemorphia,Phylacine 1.2,Mammals
Macrotis lagotis,Macrotis lagotis,"Moseby, K.E., Cameron, A. and Crisp, H.A., 2012. Can predator avoidance training improve reintroduction outcomes for the greater bilby in arid Australia?. Animal Behaviour, 83(4), pp.1011-1021.",128,"Andamooka Station, South Australia",-30.4497,137.164﻿,Predation,Predation,Reintroduced,1,no,no,Predation in support,included_species,1350,Peramelemorphia,Phylacine 1.2,Mammals
