key,article_id,cited_by_id,scientificName,distance_to_terminus,article_node_name,Peer_reviewed_source,in_support,evidence_type_synthetic,has_data,of_quality,source_year
Antechinus bellus (IUCN 2025) core source_claim,(Woinarski et al. 2011a)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Antechinus bellus,1,(Woinarski et al. 2011a),"",Not relevant,No claim,"",no,2013
Antechinus bellus (Wallach & Lundgren 2025)_external review without claim,(Stobo-Wilson et al. 2020)_INCLUDE_NA_Population in support_yes_no,(Wallach & Lundgren 2025)_external review without claim,Antechinus bellus,1,(Stobo-Wilson et al. 2020),"",Yes,Population in support with data,yes,no,2022
Antechinus bellus (Woinarski et al. 2014) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Antechinus bellus,(Woinarski et al. 2014) core source_claim,Antechinus bellus,1,NOTHING NA Antechinus bellus,"",Not relevant,No citation given,"",no,2013
Anthornis melanocephala (Doherty et al. 2016) core source_claim,(Greenway 1967)_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Anthornis melanocephala,1,(Greenway 1967),0,Not relevant,Inaccessible,"",no,2014
Anthornis melanocephala (Hume 2017) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Anthornis melanocephala,(Hume 2017) core source_claim,Anthornis melanocephala,1,NOTHING NA Anthornis melanocephala,"",Not relevant,No citation given,"",no,2016
Anthornis melanocephala (IUCN 2025) core source_claim,(Greenway 1967)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Anthornis melanocephala,1,(Greenway 1967),0,Not relevant,Inaccessible,"",no,2022
Anthornis melanocephala (Medina et al. 2011) core source_claim,(Veitch 1985)_EXCLUDE_0_Inaccessible_NA_NA,(Medina et al. 2011) core source_claim,Anthornis melanocephala,1,(Veitch 1985),0,Not relevant,Inaccessible,"",no,2009
Antillotyphlops monastus (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Antillotyphlops monastus,(IUCN 2025) core source_claim,Antillotyphlops monastus,1,NOTHING NA Antillotyphlops monastus,"",Not relevant,No citation given,"",no,2014
Antillotyphlops richardii (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Antillotyphlops richardii,(IUCN 2025) core source_claim,Antillotyphlops richardii,1,NOTHING NA Antillotyphlops richardii,"",Not relevant,No citation given,"",no,2014
Antrostomus noctitherus (Doherty et al. 2016) core source_claim,(Vilella 1995)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Antrostomus noctitherus,1,(Vilella 1995),"",Not relevant,No claim,"",no,2014
Antrostomus noctitherus (IUCN 2025) core source_claim,(Cleere & Nurney 1998)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Antrostomus noctitherus,1,(Cleere & Nurney 1998),0,Not relevant,Inaccessible,"",no,2022
Antrostomus noctitherus (IUCN 2025) core source_claim,(Oberle 2018)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Antrostomus noctitherus,2,(Oberle 2018),0,Not relevant,Inaccessible,"",no,2022
Antrostomus noctitherus (IUCN 2025) core source_claim,(Raffaele et al. 1998)_EXCLUDE_?_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Antrostomus noctitherus,2,(Raffaele et al. 1998),?,Not relevant,Inaccessible,"",no,2022
Aphanapteryx bonasia (Doherty et al. 2016) core source_claim,(Cheke & Hume 2008)_EXCLUDE_0_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Aphanapteryx bonasia,2,(Cheke & Hume 2008),"",Not relevant,Opinion claim,"",no,2014
Aphanapteryx bonasia (Doherty et al. 2016) core source_claim,(Cheke 1987)_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Aphanapteryx bonasia,1,(Cheke 1987),0,Not relevant,Inaccessible,"",no,2014
Aphanapteryx bonasia (Hume 2017) core source_claim,(Cheke & Hume 2008)_EXCLUDE_0_Opinion claim_NA_NA,(Hume 2017) core source_claim,Aphanapteryx bonasia,1,(Cheke & Hume 2008),"",Not relevant,Opinion claim,"",no,2016
Aphanapteryx bonasia (IUCN 2025) core source_claim,(Cheke & Hume 2008)_EXCLUDE_0_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Aphanapteryx bonasia,1,(Cheke & Hume 2008),"",Not relevant,Opinion claim,"",no,2023
Aphelocoma coerulescens (Doherty et al. 2016) core source_claim,(Cox 1987)_EXCLUDE_0_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Aphelocoma coerulescens,2,(Cox 1987),"",Not relevant,Opinion claim,"",no,2014
Aphelocoma coerulescens (Doherty et al. 2016) core source_claim,(Niederhauser & Bowman 2014)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Aphelocoma coerulescens,2,(Niederhauser & Bowman 2014),"",Not relevant,No claim,"",no,2014
Aphelocoma coerulescens (IUCN 2025) core source_claim,(Cox 1987)_EXCLUDE_0_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Aphelocoma coerulescens,1,(Cox 1987),"",Not relevant,Opinion claim,"",no,2019
Aphelocoma coerulescens (IUCN 2025) core source_claim,(Niederhauser & Bowman 2014)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Aphelocoma coerulescens,1,(Niederhauser & Bowman 2014),"",Not relevant,No claim,"",no,2019
Aphelocoma coerulescens Web of Science_Systematic external review,(Fokidis et al. 2009)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Aphelocoma coerulescens,1,(Fokidis et al. 2009),"",Not relevant,No claim,"",no,2025
Aphrastura masafuerae (Doherty et al. 2016) core source_claim,(Hahn & Römer 2002)_EXCLUDE_0_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Aphrastura masafuerae,1,(Hahn & Römer 2002),"",Not relevant,No claim,"",no,2014
Aphrastura masafuerae (Doherty et al. 2016) core source_claim,(Hahn et al. 2004)_EXCLUDE_1_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Aphrastura masafuerae,1,(Hahn et al. 2004),"",Not relevant,Opinion claim,"",no,2014
Aphrastura masafuerae (IUCN 2025) core source_claim,(Hahn & Römer 2002)_EXCLUDE_0_No claim_NA_NA,(IUCN 2025) core source_claim,Aphrastura masafuerae,1,(Hahn & Römer 2002),"",Not relevant,No claim,"",no,2022
Aphrastura masafuerae (IUCN 2025) core source_claim,(Tomasevic et al. 2010)_EXCLUDE_1_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Aphrastura masafuerae,1,(Tomasevic et al. 2010),"",Not relevant,Opinion claim,"",no,2022
Aphrastura masafuerae (IUCN 2025) core source_claim,Oikonos undated_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Aphrastura masafuerae,1,Oikonos undated,0,Not relevant,Inaccessible,"",no,2022
Aphrastura masafuerae Web of Science_Systematic external review,(Hahn et al. 2004)_EXCLUDE_1_Opinion claim_NA_NA,Web of Science_Systematic external review,Aphrastura masafuerae,2,(Hahn et al. 2004),"",Not relevant,Opinion claim,"",no,2025
Aphrastura masafuerae Web of Science_Systematic external review,(Hahn et al. 2010)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Aphrastura masafuerae,1,(Hahn et al. 2010),"",Not relevant,No claim,"",no,2025
Aphrastura masafuerae Web of Science_Systematic external review,(Tomasevic et al. 2010)_EXCLUDE_1_Opinion claim_NA_NA,Web of Science_Systematic external review,Aphrastura masafuerae,2,(Tomasevic et al. 2010),"",Not relevant,Opinion claim,"",no,2025
Aplonis santovestris (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Aplonis santovestris,(Doherty et al. 2016) core source_claim,Aplonis santovestris,2,NOTHING NA Aplonis santovestris,"",Not relevant,No citation given,"",no,2014
Aplonis santovestris (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Aplonis santovestris,(IUCN 2025) core source_claim,Aplonis santovestris,1,NOTHING NA Aplonis santovestris,"",Not relevant,No citation given,"",no,2016
Apteryx australis (Doherty et al. 2016) core source_claim,(Gillies et al. 2003)_INCLUDE_NA_Population in support_yes_no,(Doherty et al. 2016) core source_claim,Apteryx australis,1,(Gillies et al. 2003),"",Yes,Population in support with data,yes,no,2014
Apteryx australis (Doherty et al. 2016) core source_claim,(Gillies et al. 2003)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Apteryx australis,1,(Gillies et al. 2003),"",Yes,Predation in support without data,no,no,2014
Apteryx australis (Doherty et al. 2016) core source_claim,(McLennan et al. 1996)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Apteryx australis,1,(McLennan et al. 1996),"",Yes,Predation in support without data,no,no,2014
Apteryx australis (Doherty et al. 2016) core source_claim,(McLennan et al. 2004)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Apteryx australis,1,(McLennan et al. 2004),"",Yes,Predation in support without data,no,no,2014
Apteryx australis (IUCN 2025) core source_claim,(McLennan et al. 1996)_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Apteryx australis,1,(McLennan et al. 1996),"",Yes,Predation in support without data,no,no,2021
Apteryx australis (IUCN 2025) core source_claim,(McLennan et al. 2004)_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Apteryx australis,1,(McLennan et al. 2004),"",Yes,Predation in support without data,no,no,2021
Apteryx australis (Medina et al. 2011) core source_claim,(BirdLife International 2000)_EXCLUDE_1_Inaccessible_NA_NA,(Medina et al. 2011) core source_claim,Apteryx australis,1,(BirdLife International 2000),1,Not relevant,Inaccessible,"",no,2009
Apteryx australis Web of Science_Systematic external review,(Gillies et al. 2003)_INCLUDE_NA_Population in support_yes_no,Web of Science_Systematic external review,Apteryx australis,1,(Gillies et al. 2003),"",Yes,Population in support with data,yes,no,2025
Apteryx australis Web of Science_Systematic external review,(Gillies et al. 2003)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Apteryx australis,1,(Gillies et al. 2003),"",Yes,Predation in support without data,no,no,2025
Apteryx australis Web of Science_Systematic external review,(Harper 2005)_INCLUDE_NA_Predation not in support_no_no,Web of Science_Systematic external review,Apteryx australis,2,(Harper 2005),"",No,Predation not in support without data,no,no,2025
Apteryx australis Web of Science_Systematic external review,(Karl & Best 1982)_INCLUDE_NA_Predation not in support_no_no,Web of Science_Systematic external review,Apteryx australis,2,(Karl & Best 1982),"",No,Predation not in support without data,no,no,2025
Apteryx australis Web of Science_Systematic external review,(McLennan & Potter 1992)_EXCLUDE_1_Opinion claim_NA_NA,Web of Science_Systematic external review,Apteryx australis,1,(McLennan & Potter 1992),"",Not relevant,Opinion claim,"",no,2025
Apteryx australis Web of Science_Systematic external review,(Robertson & Colbourne 2022)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Apteryx australis,1,(Robertson & Colbourne 2022),"",Yes,Predation in support without data,no,no,2025
Apteryx haastii (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Apteryx haastii,(Doherty et al. 2016) core source_claim,Apteryx haastii,2,NOTHING NA Apteryx haastii,"",Not relevant,No citation given,"",no,2014
Apteryx haastii (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Apteryx haastii,(IUCN 2025) core source_claim,Apteryx haastii,1,NOTHING NA Apteryx haastii,"",Not relevant,No citation given,"",no,2021
Apteryx haastii Web of Science_Systematic external review,(McLennan et al. 1996)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Apteryx haastii,1,(McLennan et al. 1996),"",Not relevant,No claim,"",no,2025
Apteryx mantelli (Doherty et al. 2016) core source_claim,(Basse et al. 1999)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Apteryx mantelli,2,(Basse et al. 1999),"",Not relevant,No claim,"",no,2014
Apteryx mantelli (Doherty et al. 2016) core source_claim,(Gillies et al. 2003)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Apteryx mantelli,1,(Gillies et al. 2003),"",Not relevant,No claim,"",no,2014
Apteryx mantelli (Doherty et al. 2016) core source_claim,(Holzapfel et al. 2008)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Apteryx mantelli,2,(Holzapfel et al. 2008),"",Yes,Predation in support without data,no,no,2014
Apteryx mantelli (Doherty et al. 2016) core source_claim,(McLennan et al. 1996)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Apteryx mantelli,1,(McLennan et al. 1996),"",Not relevant,No claim,"",no,2014
Apteryx mantelli (Doherty et al. 2016) core source_claim,(McLennan et al. 2004)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Apteryx mantelli,1,(McLennan et al. 2004),"",Yes,Predation in support without data,no,no,2014
Apteryx mantelli (Doherty et al. 2016) core source_claim,(Robertson et al. 2011)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Apteryx mantelli,1,(Robertson et al. 2011),"",Yes,Predation in support without data,no,no,2014
Apteryx mantelli (IUCN 2025) core source_claim,(Basse et al. 1999)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Apteryx mantelli,1,(Basse et al. 1999),"",Not relevant,No claim,"",no,2016
Apteryx mantelli (IUCN 2025) core source_claim,(Holzapfel et al. 2008)_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Apteryx mantelli,1,(Holzapfel et al. 2008),"",Yes,Predation in support without data,no,no,2016
Apteryx mantelli (IUCN 2025) core source_claim,(McLennan et al. 1996)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Apteryx mantelli,1,(McLennan et al. 1996),"",Not relevant,No claim,"",no,2016
Apteryx mantelli Web of Science_Systematic external review,(French et al. 2020)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Apteryx mantelli,1,(French et al. 2020),"",Not relevant,No claim,"",no,2025
Apteryx mantelli Web of Science_Systematic external review,(Gillies et al. 2003)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Apteryx mantelli,1,(Gillies et al. 2003),"",Not relevant,No claim,"",no,2025
Apteryx mantelli Web of Science_Systematic external review,(King 2023)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Apteryx mantelli,1,(King 2023),"",Not relevant,No claim,"",no,2025
Apteryx mantelli Web of Science_Systematic external review,(McLennan & Potter 1992)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Apteryx mantelli,1,(McLennan & Potter 1992),"",Not relevant,No claim,"",no,2025
Apteryx mantelli Web of Science_Systematic external review,(McLennan et al. 1996)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Apteryx mantelli,1,(McLennan et al. 1996),"",Not relevant,No claim,"",no,2025
Apteryx mantelli Web of Science_Systematic external review,(Potter et al. 2010)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Apteryx mantelli,1,(Potter et al. 2010),"",Not relevant,No claim,"",no,2025
Apteryx mantelli Web of Science_Systematic external review,(Ramón‐Laca et al. 2013)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Apteryx mantelli,1,(Ramón‐Laca et al. 2013),"",Not relevant,No claim,"",no,2025
Apteryx mantelli Web of Science_Systematic external review,(Robertson & Colbourne 2022)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Apteryx mantelli,1,(Robertson & Colbourne 2022),"",Not relevant,No claim,"",no,2025
Apteryx mantelli Web of Science_Systematic external review,(Robertson et al. 2011)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Apteryx mantelli,1,(Robertson et al. 2011),"",Yes,Predation in support without data,no,no,2025
Ardenna creatopus (Doherty et al. 2016) core source_claim,(Guicking 1999)_EXCLUDE_?_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Ardenna creatopus,2,(Guicking 1999),?,Not relevant,Inaccessible,"",no,2014
Ardenna creatopus (IUCN 2025) core source_claim,(Guicking 1999)_EXCLUDE_?_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Ardenna creatopus,1,(Guicking 1999),?,Not relevant,Inaccessible,"",no,2017
Ardenna creatopus Web of Science_Systematic external review,(Adams et al. 2019)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Ardenna creatopus,1,(Adams et al. 2019),"",Not relevant,No claim,"",no,2025
Ardenna creatopus Web of Science_Systematic external review,(Carle et al. 2019)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Ardenna creatopus,1,(Carle et al. 2019),"",Not relevant,No claim,"",no,2025
Ardenna creatopus Web of Science_Systematic external review,(Carle et al. 2021)_EXCLUDE_1_Does not test claim_NA_NA,Web of Science_Systematic external review,Ardenna creatopus,1,(Carle et al. 2021),"",Not relevant,Does not test claim,"",no,2025
Ardenna creatopus Web of Science_Systematic external review,(Carle et al. 2024)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Ardenna creatopus,1,(Carle et al. 2024),"",Not relevant,No claim,"",no,2025
Ardenna creatopus Web of Science_Systematic external review,(Felis et al. 2019)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Ardenna creatopus,1,(Felis et al. 2019),"",Not relevant,No claim,"",no,2025
Aristelliger hechti (IUCN 2025) core source_claim,(Reynolds 2011)_EXCLUDE_0_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Aristelliger hechti,1,(Reynolds 2011),"",Not relevant,Opinion claim,"",no,2014
Aspidoscelis catalinensis (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Aspidoscelis catalinensis,(Doherty et al. 2016) core source_claim,Aspidoscelis catalinensis,2,NOTHING NA Aspidoscelis catalinensis,"",Not relevant,No citation given,"",no,2014
Aspidoscelis catalinensis (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Aspidoscelis catalinensis,(IUCN 2025) core source_claim,Aspidoscelis catalinensis,1,NOTHING NA Aspidoscelis catalinensis,"",Not relevant,No citation given,"",no,2006
Atelopus guanujo (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Atelopus guanujo,(IUCN 2025) core source_claim,Atelopus guanujo,1,NOTHING NA Atelopus guanujo,"",Not relevant,No citation given,"",no,2015
Atopogale cubana (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Atopogale cubana,(IUCN 2025) core source_claim,Atopogale cubana,1,NOTHING NA Atopogale cubana,"",Not relevant,No citation given,"",no,2014
Atopogale cubana (Medina et al. 2011) core source_claim,(Lever 1994)_EXCLUDE_0_Inaccessible_NA_NA,(Medina et al. 2011) core source_claim,Atopogale cubana,1,(Lever 1994),0,Not relevant,Inaccessible,"",no,2009
Atrichornis clamosus (Doherty et al. 2016) core source_claim,(Comer & Danks 2000)_EXCLUDE_0_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Atrichornis clamosus,2,(Comer & Danks 2000),"",Not relevant,No claim,"",no,2014
Atrichornis clamosus (Doherty et al. 2016) core source_claim,(Danks 1997)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Atrichornis clamosus,2,(Danks 1997),"",Not relevant,No claim,"",no,2014
Atrichornis clamosus (Doherty et al. 2016) core source_claim,(Wildlife 2014)_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Atrichornis clamosus,1,(Wildlife 2014),0,Not relevant,Inaccessible,"",no,2014
Atrichornis clamosus (Garnett & Baker 2021) core source_claim,(Comer & Danks 2000)_EXCLUDE_0_No claim_NA_NA,(Garnett & Baker 2021) core source_claim,Atrichornis clamosus,1,(Comer & Danks 2000),"",Not relevant,No claim,"",no,2020
Atrichornis clamosus (Garnett & Baker 2021) core source_claim,(Danks 1997)_EXCLUDE_1_No claim_NA_NA,(Garnett & Baker 2021) core source_claim,Atrichornis clamosus,1,(Danks 1997),"",Not relevant,No claim,"",no,2020
