scientificName,value,pub_year,Note
Atrichornis clamosus,(Garnett et al. 2011) core source,2010,
Dasyornis longirostris,(Garnett et al. 2011) core source,2010,
Phoebetria fusca,(Garnett et al. 2011) core source,2010,
Turnix olivii,(Garnett et al. 2011) core source,2010,
Neophema chrysogaster,(Garnett et al. 2011) core source,2010,
Pezoporus occidentalis,(Garnett et al. 2011) core source,2010,
Pezoporus occidentalis,(Garnett et al. 2011) core source,2010,
Petroica multicolor,(Garnett et al. 2011) core source,2010,
Turnix olivii,(Garnett et al. 2011) core source,2010,
Pezoporus occidentalis,(Garnett et al. 2011) core source,2010,
Zosterops tenuirostris,(Garnett et al. 2011) core source,2010,
Dasyornis longirostris,(Garnett et al. 2011) core source,2010,
Atrichornis clamosus,(Garnett et al. 2011) core source,2010,
Atrichornis clamosus,(Garnett et al. 2011) core source,2010,
Petroica multicolor,(Garnett et al. 2011) core source,2010,
Dasyornis longirostris,(Garnett et al. 2011) core source,2010,
Dasyornis brachypterus,(Garnett et al. 2011) core source,2010,
Turnix melanogaster,(Garnett et al. 2011) core source,2010,
Diomedea antipodensis,(Garnett et al. 2011) core source,2010,
Diomedea epomophora,(Garnett et al. 2011) core source,2010,
Diomedea exulans,(Garnett et al. 2011) core source,2010,
Leipoa ocellata,(Garnett et al. 2011) core source,2010,
Petroica multicolor,(Garnett et al. 2011) core source,2010,
Phoebetria fusca,(Garnett et al. 2011) core source,2010,
Phoebetria palpebrata,(Garnett et al. 2011) core source,2010,
Sterna striata,(Garnett et al. 2011) core source,2010,
Thalassarche steadi,(Garnett et al. 2011) core source,2010,
Turnix olivii,(Garnett et al. 2011) core source,2010,
Zosterops albogularis,(Garnett et al. 2011) core source,2010,
Elanus scriptus,(Garnett et al. 2011) core source,2010,
Elanus scriptus,(Garnett et al. 2011) core source,2010,
Procellaria cinerea,(Garnett et al. 2011) core source,2010,
Pseudobulweria rostrata,(Garnett et al. 2011) core source,2010,
Pezoporus occidentalis,(Garnett et al. 2011) core source,2010,
Ptychoramphus aleuticus,(Hess 2014) core source,2012,
Puffinus opisthomelas,(Hess 2014) core source,2012,
Phoebastria immutabilis,(Hess 2014) core source,2012,
Traversia lyalli,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Microgoura meeki,(Hume 2017) core source,2016,
Mundia elpenor,(Hume 2017) core source,2016,
Nesoenas duboisi,(Hume 2017) core source,2016,
Pezophaps solitaria,(Hume 2017) core source,2016,
Pterodroma rupinarum,(Hume 2017) core source,2016,
Acrocephalus yamashinae,(Hume 2017) core source,2016,
Alopochen mauritiana,(Hume 2017) core source,2016,
Carpodacus ferreorostris,(Hume 2017) core source,2016,
Coturnix novaezelandiae,(Hume 2017) core source,2016,
Dryolimnas augusti,(Hume 2017) core source,2016,
Hypotaenidia pacifica,(Hume 2017) core source,2016,
Mascarenotus murivorus,(Hume 2017) core source,2016,
Necropsittacus rodricanus,(Hume 2017) core source,2016,
Nycticorax mauritianus,(Hume 2017) core source,2016,
Nycticorax megacephalus,(Hume 2017) core source,2016,
Poodytes rufescens,(Hume 2017) core source,2016,
Ptilinopus mercierii,(Hume 2017) core source,2016,
Threskiornis solitarius,(Hume 2017) core source,2016,
Zoothera terrestris,(Hume 2017) core source,2016,
Gallinula nesiotis,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Aphanapteryx bonasia,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Ptilinopus mercierii,(Hume 2017) core source,2016,
Gallirallus lafresnayanus,(Hume 2017) core source,2016,
Pareudiastes pacificus,(Hume 2017) core source,2016,
Microgoura meeki,(Hume 2017) core source,2016,
Mundia elpenor,(Hume 2017) core source,2016,
Nesoenas duboisi,(Hume 2017) core source,2016,
Pezophaps solitaria,(Hume 2017) core source,2016,
Pterodroma rupinarum,(Hume 2017) core source,2016,
Prosobonia cancellata,(Hume 2017) core source,2016,
Acrocephalus longirostris,(Hume 2017) core source,2016,
Acrocephalus yamashinae,(Hume 2017) core source,2016,
Alopochen mauritiana,(Hume 2017) core source,2016,
Anthornis melanocephala,(Hume 2017) core source,2016,
Cabalus modestus,(Hume 2017) core source,2016,
Carpodacus ferreorostris,(Hume 2017) core source,2016,
Coturnix novaezelandiae,(Hume 2017) core source,2016,
Dryolimnas augusti,(Hume 2017) core source,2016,
Hypotaenidia pacifica,(Hume 2017) core source,2016,
Hypotaenidia poeciloptera,(Hume 2017) core source,2016,
Mascarenotus murivorus,(Hume 2017) core source,2016,
Melamprosops phaeosoma,(Hume 2017) core source,2016,
Mergus australis,(Hume 2017) core source,2016,
Microgoura meeki,(Hume 2017) core source,2016,
Mundia elpenor,(Hume 2017) core source,2016,
Necropsittacus rodricanus,(Hume 2017) core source,2016,
Nesoenas duboisi,(Hume 2017) core source,2016,
Nyctanassa carcinocatactes,(Hume 2017) core source,2016,
Nycticorax mauritianus,(Hume 2017) core source,2016,
Nycticorax megacephalus,(Hume 2017) core source,2016,
Pareudiastes silvestris,(Hume 2017) core source,2016,
Pomarea fluxa,(Hume 2017) core source,2016,
Sephanoides fernandensis,(Hume 2017) core source,2016,
Threskiornis solitarius,(Hume 2017) core source,2016,
Toxostoma guttatum,(Hume 2017) core source,2016,
Turnagra tanagra,(Hume 2017) core source,2016,
Zapornia sandwichensis,(Hume 2017) core source,2016,
Zoothera terrestris,(Hume 2017) core source,2016,
Dysmorodrepanis munroi,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Poodytes rufescens,(Hume 2017) core source,2016,
Traversia lyalli,(Hume 2017) core source,2016,
Coenocorypha barrierensis,(Hume 2017) core source,2016,
Leiocephalus eremitus,(Medina et al. 2011) core source,2009,
Puffinus newelli,(Medina et al. 2011) core source,2009,
Cyclura collei,(Medina et al. 2011) core source,2009,
Cyclura lewisi,(Medina et al. 2011) core source,2009,
Cyclura pinguis,(Medina et al. 2011) core source,2009,
Spheniscus demersus,(Medina et al. 2011) core source,2009,
Puffinus mauretanicus,(Medina et al. 2011) core source,2009,
Puffinus mauretanicus,(Medina et al. 2011) core source,2009,
Mimus graysoni,(Medina et al. 2011) core source,2009,
Urosaurus auriculatus,(Medina et al. 2011) core source,2009,
Urosaurus auriculatus,(Medina et al. 2011) core source,2009,
Procellaria parkinsoni,(Medina et al. 2011) core source,2009,
Branta sandvicensis,(Medina et al. 2011) core source,2009,
Corvus hawaiiensis,(Medina et al. 2011) core source,2009,
Loxioides bailleui,(Medina et al. 2011) core source,2009,
Pterodroma magentae,(Medina et al. 2011) core source,2009,
Spheniscus demersus,(Medina et al. 2011) core source,2009,
Acrocephalus rodericanus,(Medina et al. 2011) core source,2009,
Anas aucklandica,(Medina et al. 2011) core source,2009,
Apteryx australis,(Medina et al. 2011) core source,2009,
Charadrius sanctaehelenae,(Medina et al. 2011) core source,2009,
Cyanoramphus forbesi,(Medina et al. 2011) core source,2009,
Diomedea amsterdamensis,(Medina et al. 2011) core source,2009,
Eudyptes pachyrhynchus,(Medina et al. 2011) core source,2009,
Megapodius laperouse,(Medina et al. 2011) core source,2009,
Nesoenas mayeri,(Medina et al. 2011) core source,2009,
Numenius tahitiensis,(Medina et al. 2011) core source,2009,
Palmeria dolei,(Medina et al. 2011) core source,2009,
Pelecanoides garnotii,(Medina et al. 2011) core source,2009,
Pomarea mendozae,(Medina et al. 2011) core source,2009,
Pseudobulweria aterrima,(Medina et al. 2011) core source,2009,
Pseudobulweria macgillivrayi,(Medina et al. 2011) core source,2009,
Pterodroma alba,(Medina et al. 2011) core source,2009,
Pterodroma atrata,(Medina et al. 2011) core source,2009,
Pterodroma defilippiana,(Medina et al. 2011) core source,2009,
Pterodroma externa,(Medina et al. 2011) core source,2009,
Pterodroma madeira,(Medina et al. 2011) core source,2009,
Sephanoides fernandensis,(Medina et al. 2011) core source,2009,
Spheniscus mendiculus,(Medina et al. 2011) core source,2009,
Strigops habroptilus,(Medina et al. 2011) core source,2009,
Turdus celaenops,(Medina et al. 2011) core source,2009,
Zoothera turipavae,(Medina et al. 2011) core source,2009,
Procellaria aequinoctialis,(Medina et al. 2011) core source,2009,
Traversia lyalli,(Medina et al. 2011) core source,2009,
Traversia lyalli,(Medina et al. 2011) core source,2009,
Isoodon auratus,(Medina et al. 2011) core source,2009,
Falco punctatus,(Medina et al. 2011) core source,2009,
Falco punctatus,(Medina et al. 2011) core source,2009,
Podarcis lilfordi,(Medina et al. 2011) core source,2009,
Spheniscus demersus,(Medina et al. 2011) core source,2009,
